ID,Código,Título / archivo,Tipo,Departamento / proceso,Ruta relativa,Revisión actual,Revisión objetivo,Estado documental,Aplicabilidad,Cláusulas relacionadas,Responsable,Aprobador,Fecha última revisión,Próxima revisión,Retención,Medio,Observaciones,SHA-256
149,FG-05,FG-05_Plan_anual_de_Auditoria_2020_ISO(1).xlsx,Planilla Excel,General,General/Formularios/Obsoleto/FG-05_Plan_anual_de_Auditoria_2020_ISO(1).xlsx,,A,"Obsoleto — conservar, no usar",Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,No aplica,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Bloqueado para uso operativo,eb18e6fb98fdf748f24bf61cb3e676804c54d7a775c6ad8510fbf71b83a3352c
150,RD-001,RD-001  Revision por la Dirección 2025.docx,Documento Word,General,General/Formularios/RD-001  Revision por la Dirección 2025.docx,,A,Vigente — validar contenido y aprobar,Sistema KIMI,5; 6.2; 9.3 / IATF 5.1.1.1–5.1.1.3; 9.3.2.1,A definir por dueño de proceso,Dirección / autoridad designada,2025-10-23,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,88fee31c56c8ee999c18e1341746cfc95b007f7597542c8111a0a954ef5d561d
151,RD-001,RD-001  Revision por la Dirección 2025.pdf,PDF / evidencia,General,General/Formularios/RD-001  Revision por la Dirección 2025.pdf,,A,Registro/evidencia — conservar,Sistema KIMI,5; 6.2; 9.3 / IATF 5.1.1.1–5.1.1.3; 9.3.2.1,A definir por dueño de proceso,Dirección / autoridad designada,2025-10-23,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,e7652398e3f9a4320847d72aa4b5c0ea30af8f0a7b40e558231e7ef54edfe039
152,,~$FG-06 B. Matriz_de_objetivos_completada.xlsx,Planilla Excel,General,General/Formularios/~$FG-06 B. Matriz_de_objetivos_completada.xlsx,B,C,Vigente — validar contenido y aprobar,Sistema KIMI,5; 6.2; 9.3 / IATF 5.1.1.1–5.1.1.3; 9.3.2.1,A definir por dueño de proceso,Dirección / autoridad designada,2026-01-06,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,9e921ddc399ae7bee7f02d887a1fa0292ededa6b7d7889ebbee06a816fefa08e
153,IATF,IATF_16949_2016_norma_Espa_ol.pdf,PDF / evidencia,General,General/IATF_16949_2016_norma_Espa_ol.pdf,,A,Registro/evidencia — conservar,Sistema KIMI,7.5 — Información documentada,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,2eda7f13d7019ee5dc0bb77d5227fd374b357005b35d6215ea54aad6ee55cff4
154,IDR-001.1,IDR-001.1_Formulario_de_satisfaccion_de_cliente_A.xls,Planilla Excel legado,General,General/IDR-001.1_Formulario_de_satisfaccion_de_cliente_A.xls,A,B,Vigente — validar contenido y aprobar,Sistema KIMI,8.2; 9.1.2 / IATF 9.1.2.1,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,08a11fbe4cc83837d7b9274904493e19735166ed70456d72e20bd89119f22c8c
155,IDR-001,IDR-001_Satisfacción_al_Cliente_D.doc,Documento Word legado,General,General/IDR-001_Satisfacción_al_Cliente_D.doc,D,E,Vigente — validar contenido y aprobar,Sistema KIMI,8.2; 9.1.2 / IATF 9.1.2.1,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,e05ac558b3588bcd995369caab8e62b2af69a3ec5e3770ce2d89871e88262fc2
156,PG-01,PG-01_B_-_Procedimiento_Reclamos_de_cliente.docx,Documento Word,General,General/Instrutivos/PG-01_B_-_Procedimiento_Reclamos_de_cliente.docx,B,C,Vigente — validar contenido y aprobar,Sistema KIMI,8.2; 9.1.2 / IATF 9.1.2.1,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,6f3959f176a79562da511b3a4cc2318ce8821d708107c3648009ba6635c8e4f7
157,PG-02,PG-02_A_Procedimiento_general_para_abordar_riesgos.docx,Documento Word,General,General/Instrutivos/PG-02_A_Procedimiento_general_para_abordar_riesgos.docx,A,B,Vigente — validar contenido y aprobar,Sistema KIMI,6.1 / IATF 6.1.2.1; 6.1.2.3,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,6d6cf1a322a1c2e07a64f4bef402b7188fde24306ac0ad72052403550fea2d28
158,PG-02,PG-02_B_-_Procedimiento_general_para_abordar_riesgos.docx,Documento Word,General,General/Instrutivos/PG-02_B_-_Procedimiento_general_para_abordar_riesgos.docx,B,C,Vigente — validar contenido y aprobar,Sistema KIMI,6.1 / IATF 6.1.2.1; 6.1.2.3,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,432f36392dc598dbed65802e4be60509a4b81bba980e576ebf3336d41773fde9
159,PG-03,PG-03_Tratamiento_del_producto_no_conforme_G.doc,Documento Word legado,General,General/Instrutivos/PG-03_Tratamiento_del_producto_no_conforme_G.doc,G,H,Vigente — validar contenido y aprobar,Sistema KIMI,7.5 — Información documentada,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,f12dddc3832fa4d12ec6bc9dba834a4d5224ebd428fd8a765123f7fef3a1e154
160,PG-05,PG-05_Control_de_los_documentos_F_(2).doc,Documento Word legado,General,General/Instrutivos/PG-05_Control_de_los_documentos_F_(2).doc,F,G,Vigente — validar contenido y aprobar,Sistema KIMI,7.5 — Información documentada,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,93143939ea172a65b1cdea743b3bb20dfac2f5a5a3e370b7e5f3262e33c80e48
161,PG-05,PG-05_Control_de_los_documentos_G_2_.doc,Documento Word legado,General,General/Instrutivos/PG-05_Control_de_los_documentos_G_2_.doc,G,H,Vigente — validar contenido y aprobar,Sistema KIMI,7.5 — Información documentada,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,e1813be7cfd90f29ed3319ad91054f4c4a2c81d0abc200b97a43107e0f4bf7e6
162,PG-05,PG-05_Control_de_los_documentos_H_2_.doc,Documento Word legado,General,General/Instrutivos/PG-05_Control_de_los_documentos_H_2_.doc,H,I,Vigente — validar contenido y aprobar,Sistema KIMI,7.5 — Información documentada,A definir por dueño de proceso,Dirección / autoridad designada,2025-11-06,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,d9c088e595c6a2515f1bba8fb2a07d79422fca679727613eba315ff01439ee13
163,PG-07,PG-07_B._procedimineto_auditorias_internas(1).DOCX,Documento Word,General,General/Instrutivos/PG-07_B._procedimineto_auditorias_internas(1).DOCX,B,C,Vigente — validar contenido y aprobar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,d0df88c59155cf289e5caf8a889b726d540a972c7a5240078656c4ec7457c8ad
164,PG-07,PG-07_C_Procedimineto_uditorias_internas_1_.DOCX,Documento Word,General,General/Instrutivos/PG-07_C_Procedimineto_uditorias_internas_1_.DOCX,C,D,Vigente — validar contenido y aprobar,Sistema KIMI,7.5 — Información documentada,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,bb9a06990eed62fb4310fa63ae20b92483ae1761901ef5a7ca51bd98f01b3fc5
165,PG-08,PG-08_C_Seguridad_en_el_uso_de_autoelevadores_y_apiladoras.doc,Documento Word legado,General,General/Instrutivos/PG-08_C_Seguridad_en_el_uso_de_autoelevadores_y_apiladoras.doc,C,D,Vigente — validar contenido y aprobar,Sistema KIMI,7.5 — Información documentada,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,02e6a36b897d8726a0ba9cda056d5e3e18178c59f790adb813eacabd7ba9d58e
166,PG-09,PG-09_F_Estado_de_inspeccion.doc,Documento Word legado,General,General/Instrutivos/PG-09_F_Estado_de_inspeccion.doc,F,G,Vigente — validar contenido y aprobar,Sistema KIMI,7.5 — Información documentada,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,18e601e3949ba24e0e9149a1be60000c37d6be654ca439a6b9b9322ed72d8efd
167,PG-10,PG-10_F_Acciones_correctivas_y_preventivas.doc,Documento Word legado,General,General/Instrutivos/PG-10_F_Acciones_correctivas_y_preventivas.doc,F,G,Vigente — validar contenido y aprobar,Sistema KIMI,8.7; 10.2 / IATF 10.2.3–10.2.6,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,7a1f47d0ed0ea7a5862c84e6614c36b3b977c0a8f9f6c277e673997de23ae0d9
168,PG-10,PG-10_G_Acciones_correctivas_y_preventivas.doc,Documento Word legado,General,General/Instrutivos/PG-10_G_Acciones_correctivas_y_preventivas.doc,G,H,Vigente — validar contenido y aprobar,Sistema KIMI,8.7; 10.2 / IATF 10.2.3–10.2.6,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,66d2af8a331119e5d7e502df8162a69feb64cb4f82ee986481b6e5cc421426ce
169,PG-10,PG-10_H_Acciones_correctivas_y_preventivas_)_1_.doc,Documento Word legado,General,General/Instrutivos/PG-10_H_Acciones_correctivas_y_preventivas_)_1_.doc,H,I,Vigente — validar contenido y aprobar,Sistema KIMI,8.7; 10.2 / IATF 10.2.3–10.2.6,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,6857d8ebb9d5d737a502dea5dec7d2663c7f8b8df3959bfa2b6fc3a6aff5b22b
170,PG-11,PG-11_B_Identificacion_y_trazabilidad.doc,Documento Word legado,General,General/Instrutivos/PG-11_B_Identificacion_y_trazabilidad.doc,B,C,Vigente — validar contenido y aprobar,Sistema KIMI,7.5 — Información documentada,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,fc16a32c49562c954acf0d89cc9e43179025d9334dd2bfe98d42c6472a36f412
171,PG-13,PG-13_Mejora_continua.doc,Documento Word legado,General,General/Instrutivos/PG-13_Mejora_continua.doc,,A,Vigente — validar contenido y aprobar,Sistema KIMI,7.5 — Información documentada,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,e33e7547e8e26e0f83d1dbf1a6db7966c774a1748bcd8dc0129ee406009cca64
172,PG-14,PG-14_B_Procedimiento_de_revisión_por_la_alta_dirección.doc,Documento Word legado,General,General/Instrutivos/PG-14_B_Procedimiento_de_revisión_por_la_alta_dirección.doc,B,C,Vigente — validar contenido y aprobar,Sistema KIMI,5; 6.2; 9.3 / IATF 5.1.1.1–5.1.1.3; 9.3.2.1,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,bdbf6fc7ad92a4d26802004c5fa4fa36e1567e4dbc36ceae9d195977f4d0710f
173,PG-15,PG-15_A_actividades_de_calidad.xlsx,Planilla Excel,General,General/Instrutivos/PG-15_A_actividades_de_calidad.xlsx,A,B,Vigente — validar contenido y aprobar,Sistema KIMI,7.5 — Información documentada,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,3a584c65ee2395d631a07595bcb0fb78137221d7e6ef09c60f62a55e8b093cdc
174,MC-01,MC-01_H_Manual_de_Calidad_DADA.docx,Documento Word,General,General/Manuales/MC-01_H_Manual_de_Calidad_DADA.docx,H,I,Vigente — validar contenido y aprobar,Sistema KIMI,7.5 — Información documentada,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-21,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,bbf1b59708464e1feca842f008eed7d0df06f8b2ca837ed809eea8ce5c880f2f
175,MC-01,MC-01_B_Manual_de_Calidad_DADA.DOCX,Documento Word,General,General/Manuales/Obsoleto/MC-01_B_Manual_de_Calidad_DADA.DOCX,B,B,"Obsoleto — conservar, no usar",Sistema KIMI,7.5 — Información documentada,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,No aplica,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Bloqueado para uso operativo,f901bc7e9a53227c13028c3ba2bc16f583e6893893fffc64f096f0512be1c6a2
176,MC-01,MC-01_C_Manual_de_Calidad_DADA.DOCX,Documento Word,General,General/Manuales/Obsoleto/MC-01_C_Manual_de_Calidad_DADA.DOCX,C,C,"Obsoleto — conservar, no usar",Sistema KIMI,7.5 — Información documentada,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,No aplica,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Bloqueado para uso operativo,c7f5212be2c1d0d4cd5881920a3c00a126cb07bb7bf1abc0032e165ae4d8c125
177,MC-01,MC-01_D_Manual_de_Calidad_DADA.DOCX,Documento Word,General,General/Manuales/Obsoleto/MC-01_D_Manual_de_Calidad_DADA.DOCX,D,D,"Obsoleto — conservar, no usar",Sistema KIMI,7.5 — Información documentada,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,No aplica,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Bloqueado para uso operativo,2c99b9bee08b396ac02bd8a52fc2347f74170744face889c951cc1b0a8f658bf
178,MC-01,MC-01_E_Manual_de_Calidad_DADA.DOCX,Documento Word,General,General/Manuales/Obsoleto/MC-01_E_Manual_de_Calidad_DADA.DOCX,E,E,"Obsoleto — conservar, no usar",Sistema KIMI,7.5 — Información documentada,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,No aplica,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Bloqueado para uso operativo,ca8a4b783fae9aafb3c2419b624ec9292459cd8cb6520ef2b3515794b336b3e8
179,MC-01,MC-01_E_Manual_de_Calidad_DADA_1_.DOCX,Documento Word,General,General/Manuales/Obsoleto/MC-01_E_Manual_de_Calidad_DADA_1_.DOCX,E,E,"Obsoleto — conservar, no usar",Sistema KIMI,7.5 — Información documentada,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,No aplica,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Bloqueado para uso operativo,2c6b96ef10d6d619c91ce0367c516f9296750f9c7c5f561179f3721048b08751
180,MC-01,MC-01_G_Manual_de_Calidad_DADA_1_.DOCX,Documento Word,General,General/Manuales/Obsoleto/MC-01_G_Manual_de_Calidad_DADA_1_.DOCX,G,G,"Obsoleto — conservar, no usar",Sistema KIMI,7.5 — Información documentada,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,No aplica,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Bloqueado para uso operativo,c385a0b2d5da6e63f890cdb2cdf563f314b98a9eb0bf0fc2c556dbe600346885
181,COPIA,Copia_de_04-_Analisis_y_resolución_de_problemas_8D.zip,ZIP,General,General/Obsoletos/Copia_de_04-_Analisis_y_resolución_de_problemas_8D.zip,Y,Y,"Obsoleto — conservar, no usar",Sistema KIMI,8.7; 10.2 / IATF 10.2.3–10.2.6,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,No aplica,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Bloqueado para uso operativo,ca0aa605f30b9a8f446ce14b8a798830ed1a4db7a70c0f5d4373142fcf84760a
182,FG-07,FG-07_B_Matriz_Partes_Interesadas(1).xls,Planilla Excel legado,General,General/Obsoletos/Formularios/FG-07_B_Matriz_Partes_Interesadas(1).xls,B,B,"Obsoleto — conservar, no usar",Sistema KIMI,7.5 — Información documentada,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,No aplica,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Bloqueado para uso operativo,0f58716a1eafc67d7950680712b9a170217e4e5c7fb0796d02b8b863ddf2005e
183,FG-07,FG-07_B_Matriz_Partes_Interesadas.xls,Planilla Excel legado,General,General/Obsoletos/Formularios/FG-07_B_Matriz_Partes_Interesadas.xls,B,B,"Obsoleto — conservar, no usar",Sistema KIMI,7.5 — Información documentada,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,No aplica,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Bloqueado para uso operativo,35b0b505d40f6b7bacd37e7dcbc829a082361a190992cddd9001759a758c5bff
184,FG-09,FG-09_Informe_de_Auditoria_Interna.xlsx,Planilla Excel,General,General/Obsoletos/Formularios/FG-09_Informe_de_Auditoria_Interna.xlsx,,A,"Obsoleto — conservar, no usar",Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,No aplica,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Bloqueado para uso operativo,942e24256dc7d5efa17bd43221493008cfc474b1af265b306e9f68b947d850cd
185,FG-09,FG-09_Informe_de_Auditoria_Interna_-_Trafico.xlsx,Planilla Excel,General,General/Obsoletos/Formularios/FG-09_Informe_de_Auditoria_Interna_-_Trafico.xlsx,,A,"Obsoleto — conservar, no usar",Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,No aplica,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Bloqueado para uso operativo,a98ad4a14df9c21d559aaf3e485499cf94532fc995b9a5a9e84a14a931cf1273
